DIV,LOC,AREA,PERSONNUM
71,60,1699,71427917
71,60,1699,71427882
71,60,1699,10789138
71,60,1799,10339679
71,60,1799,10619259
71,60,1799,71701743
71,60,1799,71459505
71,60,1799,10828729
71,60,1799,10813399
71,60,1799,10655527
71,60,1799,10568071
71,60,1799,10414284
71,60,1799,71433034
71,60,1799,10153062
71,60,1799,71579412
71,60,4002,10420868
71,60,4002,10106806
71,60,4002,10163935
71,60,4002,10253880
71,60,4002,71687315
71,60,8825,10137986
71,60,8825,10822791
71,60,8840,10648780
71,60,8840,71465829
71,60,8840,71496500
71,60,8840,71440315
71,60,8880,10808693
71,60,8890,71694564
71,60,8890,10667427
71,60,9207,71421696
71,60,9213,71089844
71,60,9213,71675765
71,60,9903,10045990
71,60,9903,71429204
71,60,9903,71982351
71,60,9903,71119752
71,60,9903,10111822
71,60,9903,71433016
71,64,199,10447957
71,64,199,10702743
71,64,199,71679596
71,64,199,10728802
71,64,199,10830228
71,64,199,10461155
71,64,199,71271431
71,64,199,71357704
71,64,199,71816117
71,64,199,10622288
71,64,199,71077904
71,64,399,71044296
71,64,399,71041047
71,64,399,71762120
71,64,399,71543171
71,64,399,10490895
71,64,399,10738715
71,64,399,10606017
71,64,399,10167603
71,64,402,71498566
71,64,402,10598273
71,64,403,10708235
71,64,403,10394652
71,64,403,10540860
71,64,403,71044753
71,64,404,71354917
71,64,404,71311902
71,64,404,71354567
71,64,406,71042354
71,64,406,71660163
71,64,406,71044757
71,64,410,71328003
71,64,410,71044455
71,64,417,10103968
71,64,417,10536256
71,64,417,71584705
71,64,417,10829635
71,64,417,10748099
71,64,417,10661591
71,64,442,10445917
71,64,502,10677341
71,64,502,10503008
71,64,502,10538264
71,64,502,10748180
71,64,502,10063209
71,64,502,71027757
71,64,502,10707721
71,64,502,10593935
71,64,699,10830227
71,64,699,10817116
71,64,699,71770244
71,64,699,71244461
71,64,699,10220590
71,64,699,10623420
71,64,699,71194170
71,64,699,10635626
71,64,733,10818958
71,64,733,10517863
71,64,733,10000613
71,64,733,10253892
71,64,733,71044678
71,64,790,71233902
71,64,790,10373562
71,64,790,71678609
71,64,790,10837650
71,64,790,10798589
71,64,790,10770225
71,64,790,10066236
71,64,790,10412909
71,64,790,10688159
71,64,790,71043352
71,64,790,10170054
71,64,790,10671058
71,64,790,10641698
71,64,790,71356959
71,64,1412,10447914
71,64,1412,71239432
71,64,1501,10360726
71,64,1501,10280917
71,64,1501,10658073
71,64,1501,10506136
71,64,1501,10828549
71,64,1501,10826461
71,64,1699,10662760
71,64,1699,71958265
71,64,1699,10660390
71,64,1699,10477415
71,64,1699,71254579
71,64,1699,10818818
71,64,1699,10601915
71,64,1699,10817452
71,64,1699,71222836
71,64,1702,10826459
71,64,1702,10826659
71,64,1702,10836676
71,64,1702,10812559
71,64,1702,71356624
71,64,1702,71526938
71,64,1702,71212952
71,64,1702,71344977
71,64,1702,10689972
71,64,1702,71442741
71,64,1702,71120402
71,64,4002,71356655
71,64,4002,71241705
71,64,4002,71190288
71,64,4002,10392349
71,64,4002,71045358
71,64,4002,10384250
71,64,4002,71400390
71,64,4002,71044113
71,64,8801,71356650
71,64,8825,10684854
71,64,8825,71206026
71,64,8825,71073227
71,64,8825,71939180
71,64,8825,10306004
71,64,8825,10342453
71,64,8840,10831649
71,64,8840,71548423
71,64,8840,10668847
71,64,8840,10688108
71,64,8878,10157029
71,64,8890,71230778
71,64,8890,71357685
71,64,8890,71356663
71,64,8890,71163851
71,64,8890,71399849
71,64,8890,10688115
71,64,8890,10828005
71,64,9207,10340071
71,64,9213,71214986
71,64,9213,71698036
71,64,9213,10733389
71,64,9213,10461693
71,64,9903,71320118
71,64,9903,71091154
71,64,9903,71356665
71,64,9903,71187778
71,64,9903,71323808
71,65,192,10818062
71,65,192,10805525
71,65,192,10667145
71,65,192,71690020
71,65,192,10582807
71,65,192,71848159
71,65,192,71254539
71,65,192,71351233
71,65,192,71577044
71,65,299,10297598
71,65,299,10678512
71,65,299,10472174
71,65,299,10641503
71,65,299,71049676
71,65,302,10665321
71,65,302,10394136
71,65,302,71150061
71,65,302,71442244
71,65,390,71700189
71,65,390,10607304
71,65,390,71053813
71,65,390,71337615
71,65,390,71488561
71,65,390,10819569
71,65,390,10241344
71,65,390,10742205
71,65,390,71052322
71,65,402,71354942
71,65,402,71073487
71,65,402,71053270
71,65,402,10816161
71,65,402,10104933
71,65,403,10623793
71,65,403,10537111
71,65,403,10677824
71,65,403,71742506
71,65,403,71038921
71,65,403,10285506
71,65,404,10754562
71,65,404,71053575
71,65,404,71091559
71,65,406,71088338
71,65,406,71364448
71,65,406,71193404
71,65,406,71914010
71,65,406,10764537
71,65,406,10779485
71,65,406,71333337
71,65,415,71194091
71,65,415,71052190
71,65,418,10321291
71,65,418,71126102
71,65,418,10133526
71,65,422,10815903
71,65,422,10813950
71,65,422,71039177
71,65,422,71286736
71,65,442,10771782
71,65,442,10675613
71,65,442,10620034
71,65,442,10807152
71,65,465,10482490
71,65,502,10314419
71,65,502,71865342
71,65,502,10449827
71,65,502,10600391
71,65,502,71850200
71,65,502,71095072
71,65,502,10828930
71,65,502,10821049
71,65,502,10811834
71,65,502,10689378
71,65,502,10685445
71,65,502,10628656
71,65,503,10619574
71,65,503,71551443
71,65,503,71820468
71,65,503,10831206
71,65,602,10631465
71,65,602,71538938
71,65,602,10085688
71,65,602,10810261
71,65,602,10530546
71,65,602,10508606
71,65,721,10333513
71,65,721,10540430
71,65,721,10663762
71,65,721,71474890
71,65,721,10675242
71,65,721,10770599
71,65,721,71582502
71,65,721,10838217
71,65,721,10827186
71,65,732,10587311
71,65,732,71702014
71,65,732,10830115
71,65,732,71335013
71,65,732,71523264
71,65,732,10074089
71,65,792,10338498
71,65,792,10768043
71,65,792,10109815
71,65,792,10817949
71,65,792,10608697
71,65,792,10663053
71,65,792,71759505
71,65,792,71668972
71,65,792,71232767
71,65,792,10175391
71,65,792,71966447
71,65,792,71182880
71,65,1099,10827403
71,65,1099,10819584
71,65,1099,10717229
71,65,1099,10727501
71,65,1099,10417031
71,65,1099,10409163
71,65,1099,10342603
71,65,1099,71206650
71,65,1099,71300515
71,65,1501,71468628
71,65,1501,10476102
71,65,1501,10617604
71,65,1501,10363769
71,65,1501,10396988
71,65,1501,10364479
71,65,1501,10366156
71,65,1699,71574075
71,65,1699,10345031
71,65,1699,71261642
71,65,1699,10813992
71,65,1699,71443341
71,65,1699,71769977
71,65,1699,10154285
71,65,1708,71328901
71,65,1708,71335467
71,65,1708,10814035
71,65,1708,71115009
71,65,1708,71587077
71,65,1708,71084942
71,65,1708,10692105
71,65,1708,10416493
71,65,1790,10398535
71,65,1790,10577649
71,65,1790,10465793
71,65,1790,10820356
71,65,1790,10728967
71,65,1790,10819034
71,65,1790,10825275
71,65,1790,10542040
71,65,1790,10834929
71,65,1790,10822116
71,65,2180,10795369
71,65,4002,71223161
71,65,4002,10679288
71,65,4002,71035092
71,65,4002,71054786
71,65,4002,71038800
71,65,4002,71212190
71,65,4002,10356334
71,65,6601,10831079
71,65,6601,10830187
71,65,6601,10819580
71,65,6601,10815890
71,65,6601,71344431
71,65,6601,10803879
71,65,6601,10798955
71,65,6601,10803382
71,65,6601,10449939
71,65,6601,10731229
71,65,6601,10739646
71,65,6601,10766828
71,65,6601,10767979
71,65,8802,10142413
71,65,8825,10810888
71,65,8825,10342846
71,65,8825,71778241
71,65,8825,10286972
71,65,8825,71181163
71,65,8825,10805294
71,65,8825,71041497
71,65,8825,71002575
71,65,8840,10305035
71,65,8840,10490519
71,65,8840,71038991
71,65,8840,10686207
71,65,8840,10731683
71,65,8840,10829623
71,65,8840,71073126
71,65,8840,71036337
71,65,8890,71533016
71,65,8890,10817732
71,65,8890,10704425
71,65,8890,10097184
71,65,8890,71053066
71,65,8890,71597211
71,65,8890,10149179
71,65,8890,10729892
71,65,8890,10818908
71,65,8890,10509682
71,65,9140,71052595
71,65,9207,71701945
71,65,9213,71772294
71,65,9213,71967240
71,65,9213,71455389
71,65,9213,71348704
71,65,9903,71479013
71,66,191,71688783
71,66,191,10809262
71,66,191,71356744
71,66,191,10541454
71,66,191,71508493
71,66,193,10125431
71,66,193,71356836
71,66,193,71056891
71,66,193,71474641
71,66,193,10456828
71,66,193,10661382
71,66,201,10113737
71,66,201,71357165
71,66,201,71164586
71,66,201,10690118
71,66,201,10832143
71,66,305,71052077
71,66,305,71063846
71,66,305,71546425
71,66,305,10682651
71,66,305,71083182
71,66,305,71357146
71,66,305,10047358
71,66,305,10289060
71,66,305,10818555
71,66,305,71356929
71,66,305,71920540
71,66,403,10650726
71,66,403,71472885
71,66,403,10728595
71,66,403,71650457
71,66,404,71356080
71,66,404,10783801
71,66,408,71063026
71,66,408,71267778
71,66,408,71038926
71,66,414,71297542
71,66,414,10820604
71,66,442,10123272
71,66,442,10687154
71,66,442,10818579
71,66,465,71349042
71,66,465,10485536
71,66,493,71136471
71,66,493,71129822
71,66,493,71049661
71,66,502,71845481
71,66,502,10793515
71,66,502,10821677
71,66,502,10403601
71,66,502,10595500
71,66,502,10771009
71,66,502,71192025
71,66,502,10009957
71,66,502,71497066
71,66,502,10816808
71,66,502,71529302
71,66,502,71167894
71,66,502,10099338
71,66,503,71311126
71,66,503,71354601
71,66,503,10816804
71,66,540,10081540
71,66,540,10595496
71,66,540,10822488
71,66,540,10779714
71,66,602,10833207
71,66,602,71238802
71,66,602,71246142
71,66,602,71217011
71,66,602,71472872
71,66,790,10290271
71,66,790,71357058
71,66,790,10611694
71,66,790,10828343
71,66,790,10814332
71,66,790,10088733
71,66,790,10152434
71,66,790,10725002
71,66,790,10254738
71,66,790,10570494
71,66,790,10486288
71,66,790,71207015
71,66,790,71355094
71,66,790,71357135
71,66,790,71357122
71,66,790,10321983
71,66,790,10052900
71,66,790,71249120
71,66,790,10835731
71,66,1099,10485217
71,66,1099,71664647
71,66,1099,71356936
71,66,1099,71083102
71,66,1099,71271994
71,66,1099,71356171
71,66,1099,71049224
71,66,1099,10228442
71,66,1099,10745398
71,66,1099,71249511
71,66,1099,71063166
71,66,1499,71237157
71,66,1499,10687941
71,66,1499,10830798
71,66,1501,10829279
71,66,1501,71668026
71,66,1501,10468419
71,66,1501,10695560
71,66,1501,10135344
71,66,1501,10376919
71,66,1790,10466687
71,66,1790,10826651
71,66,1790,71356978
71,66,1790,10277610
71,66,1790,10104158
71,66,1790,10047488
71,66,1790,10469053
71,66,1790,10271692
71,66,1790,10640685
71,66,1790,71549613
71,66,1790,10481877
71,66,1790,71049484
71,66,1790,10787417
71,66,1790,71050765
71,66,1790,10086752
71,66,1790,71205822
71,66,1790,10484903
71,66,1790,10815533
71,66,1790,71670614
71,66,2181,10291648
71,66,4002,10095328
71,66,4002,71446531
71,66,4002,10017786
71,66,4002,71053314
71,66,4002,71050849
71,66,4002,71549792
71,66,6601,71357129
71,66,6601,10428323
71,66,6601,10606274
71,66,6601,10598502
71,66,6601,10716810
71,66,6601,10819131
71,66,6601,10428346
71,66,8801,10145330
71,66,8802,10636302
71,66,8802,10122072
71,66,8825,71944288
71,66,8825,71357738
71,66,8825,10450348
71,66,8825,10496637
71,66,8825,10721473
71,66,8825,10242712
71,66,8840,71050322
71,66,8840,71050858
71,66,8840,71051202
71,66,8840,71125454
71,66,8840,10686396
71,66,8840,71153621
71,66,8878,10582386
71,66,8880,10667104
71,66,8880,10338285
71,66,8890,71082754
71,66,8890,10698749
71,66,8890,10248045
71,66,9207,10368207
71,66,9213,10712209
71,66,9213,71049146
71,66,9213,71356170
71,66,9213,71759056
71,66,9213,10290470
71,66,9903,71220003
71,66,9903,71225616
71,66,9903,71529070
71,66,9903,71356967
71,66,9903,71041274
71,66,9903,10263658
71,68,122,71128196
71,68,122,10587582
71,68,122,71412017
71,68,122,10190033
71,68,122,10516782
71,68,122,10240809
71,68,122,71308831
71,68,122,10708645
71,68,122,10681612
71,68,122,10803636
71,68,122,10819806
71,68,122,71695595
71,68,122,10238454
71,68,122,10807372
71,68,122,10811297
71,68,122,10831680
71,68,122,71620245
71,68,139,10709425
71,68,139,71587216
71,68,139,10036513
71,68,139,10354634
71,68,139,71446852
71,68,191,10358605
71,68,191,10828536
71,68,191,10441707
71,68,191,71421578
71,68,299,71406296
71,68,299,71405571
71,68,299,71575363
71,68,299,71799782
71,68,299,10631553
71,68,299,10360002
71,68,301,71774414
71,68,301,71944320
71,68,301,10807168
71,68,301,10646859
71,68,301,71419921
71,68,301,10824071
71,68,330,71427637
71,68,330,71428330
71,68,330,71413550
71,68,330,10034711
71,68,330,71740513
71,68,330,10504189
71,68,330,10648022
71,68,330,10835923
71,68,330,10811787
71,68,382,71430306
71,68,382,10411281
71,68,382,10521242
71,68,382,71198214
71,68,402,10306861
71,68,402,10833981
71,68,402,71448956
71,68,402,71427629
71,68,403,71413838
71,68,403,10516845
71,68,403,10393262
71,68,403,71542078
71,68,403,71714679
71,68,403,10634833
71,68,404,10630896
71,68,404,71860121
71,68,404,10808086
71,68,404,10476201
71,68,406,71430540
71,68,406,71428410
71,68,406,71432552
71,68,406,71418249
71,68,406,71528187
71,68,406,71532976
71,68,406,10819726
71,68,410,10490759
71,68,410,10444325
71,68,410,10810280
71,68,411,10537389
71,68,411,10833349
71,68,411,71442455
71,68,411,71906652
71,68,414,71434960
71,68,414,10661114
71,68,417,10809435
71,68,422,71497288
71,68,442,10647264
71,68,465,10732912
71,68,488,10834328
71,68,488,10505797
71,68,502,10821626
71,68,502,10825415
71,68,502,71899631
71,68,502,71403236
71,68,502,71430162
71,68,502,71410811
71,68,502,71438172
71,68,502,10805879
71,68,502,71196787
71,68,502,10633448
71,68,502,10630946
71,68,502,10530376
71,68,502,10253903
71,68,502,10506929
71,68,503,10818120
71,68,503,10819095
71,68,503,10119613
71,68,503,71429004
71,68,503,10657887
71,68,503,71402435
71,68,602,10445965
71,68,602,71672233
71,68,602,10143981
71,68,602,10823042
71,68,602,10488775
71,68,602,10192064
71,68,602,10603013
71,68,602,10597927
71,68,602,10803543
71,68,721,10633444
71,68,721,10493519
71,68,721,71459585
71,68,721,10044844
71,68,721,10810812
71,68,721,71429205
71,68,721,10268287
71,68,721,71447485
71,68,725,71506919
71,68,725,71741521
71,68,725,10585779
71,68,725,71428182
71,68,725,71429302
71,68,725,10546056
71,68,725,10668181
71,68,725,71444139
71,68,725,10803394
71,68,725,10828264
71,68,730,10803834
71,68,730,10455914
71,68,730,71429269
71,68,730,10603083
71,68,732,71556883
71,68,732,10746950
71,68,732,71761170
71,68,732,71663853
71,68,732,71407858
71,68,732,10804207
71,68,732,10804108
71,68,732,10829644
71,68,732,10818384
71,68,732,71623819
71,68,810,10835792
71,68,810,10815899
71,68,810,71776213
71,68,810,10454387
71,68,810,71520500
71,68,810,10659860
71,68,810,10492859
71,68,810,10015864
71,68,810,10709642
71,68,1001,71413478
71,68,1001,71423135
71,68,1001,10551828
71,68,1001,71520822
71,68,1001,10830573
71,68,1001,71666782
71,68,1401,71428064
71,68,1401,10511592
71,68,1401,71450256
71,68,1401,71594270
71,68,1699,71400477
71,68,1699,71402740
71,68,1699,71587270
71,68,1699,10011494
71,68,1703,10685606
71,68,1703,71187212
71,68,1703,71555688
71,68,1703,10777477
71,68,1703,10445066
71,68,1708,10419880
71,68,1708,10537724
71,68,1708,10274736
71,68,1708,71531638
71,68,1708,10255426
71,68,1708,10815896
71,68,1708,71402580
71,68,1708,10625255
71,68,1809,10813257
71,68,1809,71430222
71,68,1809,71429298
71,68,1809,71427634
71,68,1809,71427679
71,68,1809,10829014
71,68,4002,71805962
71,68,4002,71427493
71,68,4002,71404993
71,68,4002,71338945
71,68,6601,10673478
71,68,6601,10831610
71,68,6601,71498140
71,68,6601,10829634
71,68,6601,10638026
71,68,6601,10741195
71,68,6601,10711281
71,68,6601,71059219
71,68,6601,10522591
71,68,6601,10746721
71,68,6601,10352846
71,68,8802,10632046
71,68,8825,10283359
71,68,8842,10445725
71,68,8896,10185639
71,68,8896,10642458
71,68,8896,10548781
71,68,8896,10706409
71,68,8896,10697567
71,68,8896,71530631
71,68,8896,10042179
71,68,9207,10635827
71,68,9207,10561975
71,68,9213,10790657
71,68,9213,10473904
71,68,9213,10684432
71,68,9903,71417310
71,68,9903,71409439
71,68,9903,71510686
71,68,9903,71403964
71,68,9903,71444567
71,69,122,10837415
71,69,122,10827382
71,69,122,71577745
71,69,122,10098696
71,69,122,71704134
71,69,192,71430051
71,69,192,10616739
71,69,192,10096496
71,69,192,10813979
71,69,192,10832873
71,69,192,10832812
71,69,192,10832813
71,69,193,10683389
71,69,193,71404973
71,69,193,10612020
71,69,193,10819322
71,69,193,10828337
71,69,193,71401079
71,69,193,10123144
71,69,201,10831331
71,69,201,10683078
71,69,201,71420593
71,69,201,71681131
71,69,201,10610026
71,69,201,10450252
71,69,201,10794524
71,69,302,10825746
71,69,302,71429785
71,69,302,10727542
71,69,302,71430594
71,69,302,10618789
71,69,390,10454734
71,69,390,10832810
71,69,390,10665540
71,69,390,10643562
71,69,390,10548268
71,69,390,10739324
71,69,390,10828302
71,69,402,71078673
71,69,402,10822690
71,69,402,71861557
71,69,403,10401376
71,69,403,71593988
71,69,403,71736877
71,69,403,71490132
71,69,403,10437107
71,69,403,10609333
71,69,404,10529947
71,69,405,71494955
71,69,405,71868979
71,69,408,71632259
71,69,410,71661674
71,69,410,10727518
71,69,416,10677660
71,69,416,10824378
71,69,422,10280560
71,69,422,10738286
71,69,422,10662124
71,69,442,10757424
71,69,442,10302288
71,69,493,71412805
71,69,493,71427781
71,69,493,71920909
71,69,502,10825267
71,69,502,71228940
71,69,502,10816448
71,69,502,10808047
71,69,502,10051783
71,69,502,10682814
71,69,502,10717772
71,69,502,10453756
71,69,502,10807141
71,69,602,10828351
71,69,602,10535857
71,69,602,10347141
71,69,602,10736244
71,69,602,10480940
71,69,602,10450259
71,69,721,10832879
71,69,721,71534530
71,69,721,10479763
71,69,721,71678871
71,69,721,10826866
71,69,721,10323741
71,69,721,10814425
71,69,721,10828334
71,69,721,10541324
71,69,730,71427378
71,69,730,10750125
71,69,730,10823813
71,69,730,71415387
71,69,730,71746802
71,69,730,71487951
71,69,730,10828367
71,69,730,10419330
71,69,730,10578528
71,69,733,71231055
71,69,733,10707305
71,69,733,10829235
71,69,733,10705445
71,69,733,71428732
71,69,733,71418305
71,69,733,71061793
71,69,733,10828712
71,69,733,10826085
71,69,790,10817998
71,69,790,10826845
71,69,790,10803348
71,69,790,10663153
71,69,790,10474439
71,69,810,10616982
71,69,810,10688242
71,69,810,71705678
71,69,810,10834901
71,69,810,10832082
71,69,810,10393713
71,69,1001,10015604
71,69,1001,10743416
71,69,1001,10467125
71,69,1001,10438464
71,69,1001,10825591
71,69,1001,10731610
71,69,1001,10362914
71,69,1001,10181776
71,69,1401,71418609
71,69,1401,71430339
71,69,1401,10179659
71,69,1401,71933912
71,69,1599,10828353
71,69,1599,10807150
71,69,1599,10696101
71,69,1599,10708159
71,69,1599,10834797
71,69,1599,10727544
71,69,1699,10562209
71,69,1699,10814463
71,69,1699,10828339
71,69,1699,71533476
71,69,1699,71757568
71,69,1702,71849728
71,69,1702,71428803
71,69,1702,10688245
71,69,1702,10632482
71,69,1702,10471653
71,69,1702,71448519
71,69,1702,10828344
71,69,1790,10829246
71,69,1790,10810017
71,69,1790,10117473
71,69,1790,10832884
71,69,1790,71429722
71,69,1809,10828340
71,69,1809,71677122
71,69,1809,10792005
71,69,1809,71430264
71,69,2170,10835688
71,69,2170,71430088
71,69,2180,10835686
71,69,4002,10833234
71,69,4002,10819939
71,69,4002,10491555
71,69,4002,71531455
71,69,4005,10806255
71,69,4005,10831043
71,69,6601,10829371
71,69,6601,10616985
71,69,6601,10824810
71,69,6601,10810016
71,69,6601,10807186
71,69,6601,10809372
71,69,6601,10805734
71,69,6601,10805733
71,69,6601,10805236
71,69,6601,10805231
71,69,6601,10056254
71,69,6601,10804917
71,69,6601,10803129
71,69,6601,10720800
71,69,6601,10496793
71,69,6601,10825688
71,69,8802,10503045
71,69,8825,71784713
71,69,8825,10814967
71,69,8840,10817042
71,69,8840,10727537
71,69,8840,10670842
71,69,8840,10816288
71,69,8840,10825405
71,69,8840,10828341
71,69,8840,10805090
71,69,8840,10714317
71,69,8842,10655881
71,69,8842,71573040
71,69,8843,71592487
71,69,8848,10812457
71,69,8890,71472619
71,69,8890,10822023
71,69,8890,10815122
71,69,8890,10678368
71,69,8890,10509455
71,69,8890,71413803
71,69,9207,71605857
71,69,9213,71747160
71,69,9213,71437918
71,69,9213,71578917
71,69,9213,10542449
71,69,9903,71477132
71,69,9903,71721071
71,69,9903,71733852
71,69,9903,71532197
71,69,9903,10829922
71,69,9903,10829913
71,69,9903,71553132
71,69,9903,10829918
71,69,9903,10829915
71,70,191,71357022
71,70,191,10393905
71,70,191,71946669
71,70,191,10264959
71,70,191,71178467
71,70,191,71356613
71,70,191,71055615
71,70,191,10659768
71,70,191,10729656
71,70,191,71198038
71,70,191,71207369
71,70,191,71440356
71,70,191,10355247
71,70,191,10826571
71,70,191,10826970
71,70,193,10484537
71,70,193,71520030
71,70,193,71252822
71,70,193,10672030
71,70,199,71810325
71,70,199,71356270
71,70,199,10831200
71,70,199,71170789
71,70,199,71266393
71,70,199,10683014
71,70,199,71573487
71,70,199,10674235
71,70,199,10719377
71,70,302,10366931
71,70,302,10018164
71,70,302,71056407
71,70,302,71356630
71,70,302,71195571
71,70,390,10249800
71,70,390,10401398
71,70,390,10833636
71,70,390,71086418
71,70,390,10237902
71,70,390,10468961
71,70,390,10640846
71,70,390,10746940
71,70,402,10805981
71,70,403,71056743
71,70,403,71458961
71,70,404,71218491
71,70,404,71055419
71,70,406,10821930
71,70,406,71055485
71,70,406,71056551
71,70,406,71042312
71,70,406,10531220
71,70,410,10374867
71,70,410,71399316
71,70,410,10653372
71,70,422,71464485
71,70,422,10754910
71,70,422,10815384
71,70,422,10620132
71,70,422,71329338
71,70,422,71327675
71,70,442,71675944
71,70,502,10822218
71,70,502,10822998
71,70,502,10825719
71,70,502,71845886
71,70,502,10668386
71,70,502,71139395
71,70,502,71135075
71,70,502,10083736
71,70,502,71947859
71,70,502,71194155
71,70,502,71462619
71,70,502,71183451
71,70,502,10816501
71,70,502,10482403
71,70,540,10515030
71,70,540,10522673
71,70,540,10454645
71,70,540,10404377
71,70,540,10329451
71,70,540,10804616
71,70,540,10514884
71,70,540,10665481
71,70,602,71064170
71,70,602,10665239
71,70,602,10025890
71,70,602,71055380
71,70,602,71086972
71,70,602,71056270
71,70,722,10834041
71,70,722,10415089
71,70,722,10390717
71,70,722,10746841
71,70,722,71773700
71,70,722,71087401
71,70,733,10834498
71,70,733,71119544
71,70,733,10348005
71,70,733,71499471
71,70,733,71140562
71,70,733,71160939
71,70,733,10739824
71,70,733,71142791
71,70,733,10818919
71,70,733,10832453
71,70,733,71111490
71,70,733,10702670
71,70,733,10779528
71,70,733,71165023
71,70,790,71495218
71,70,790,71247050
71,70,790,10736335
71,70,790,71056100
71,70,790,10413149
71,70,790,71356619
71,70,790,71091361
71,70,790,10467890
71,70,1099,10251723
71,70,1099,10257142
71,70,1099,71819402
71,70,1099,71356617
71,70,1099,71356639
71,70,1099,10507431
71,70,1099,10095790
71,70,1099,71775167
71,70,1099,71214617
71,70,1099,71356623
71,70,1099,71052542
71,70,1099,10361432
71,70,1499,71691432
71,70,1499,71278263
71,70,1499,10725027
71,70,1725,10783234
71,70,1725,71054350
71,70,1725,10486292
71,70,1725,10739805
71,70,1725,10817346
71,70,1725,10467066
71,70,1725,71250059
71,70,1725,10624960
71,70,1790,10707729
71,70,1790,10646269
71,70,1790,71109255
71,70,1790,10472035
71,70,1790,71055430
71,70,1790,10832450
71,70,1790,71055390
71,70,1790,71052302
71,70,1790,10364543
71,70,1790,10058381
71,70,1790,71317551
71,70,4002,71356646
71,70,4002,71660008
71,70,4002,71119847
71,70,4002,71217742
71,70,4002,10829298
71,70,4002,10830417
71,70,4002,71162746
71,70,6601,10825344
71,70,6601,10817702
71,70,6601,10738404
71,70,6601,10634128
71,70,6601,10756951
71,70,6601,10720219
71,70,8802,10667457
71,70,8825,71497511
71,70,8825,71056967
71,70,8825,10333372
71,70,8825,10336424
71,70,8840,10240217
71,70,8840,71050185
71,70,8840,10286327
71,70,8840,71056040
71,70,8840,71312417
71,70,8840,71054275
71,70,8840,71030147
71,70,8840,71178309
71,70,8840,10146823
71,70,8840,10546432
71,70,8840,10157519
71,70,8848,10025731
71,70,8880,71027506
71,70,8890,71247543
71,70,8890,71290977
71,70,8890,71035673
71,70,8890,71203205
71,70,8890,71071686
71,70,8890,71748893
71,70,9207,10068310
71,70,9207,71105774
71,70,9213,71337721
71,70,9213,71071166
71,70,9213,10135675
71,70,9220,10366995
71,70,9220,71429130
71,70,9299,71081503
71,70,9903,71358064
71,70,9903,71056450
71,70,9903,71139237
71,71,122,71044285
71,71,122,10683413
71,71,122,10813141
71,71,122,71109419
71,71,122,71084212
71,71,122,71615914
71,71,122,71499871
71,71,122,10647585
71,71,122,10687262
71,71,122,10697442
71,71,299,71759847
71,71,299,71060747
71,71,299,10518867
71,71,299,10618709
71,71,299,10838126
71,71,299,71678207
71,71,305,10017745
71,71,305,10594364
71,71,305,10619102
71,71,305,71047348
71,71,305,71308813
71,71,305,71232854
71,71,402,10832646
71,71,402,71172604
71,71,403,71058039
71,71,403,71337002
71,71,403,71073366
71,71,403,10810296
71,71,408,10121456
71,71,408,10623739
71,71,408,10029369
71,71,410,71399588
71,71,410,10656908
71,71,410,10103229
71,71,411,10733654
71,71,411,10049304
71,71,415,71060353
71,71,415,71060847
71,71,415,71357769
71,71,442,10833794
71,71,442,71932465
71,71,442,71109383
71,71,465,71364348
71,71,493,10731540
71,71,493,71001409
71,71,502,71354278
71,71,502,71357837
71,71,502,71470445
71,71,502,10483412
71,71,502,71945580
71,71,502,71431682
71,71,502,71163453
71,71,699,71120379
71,71,699,71274804
71,71,699,10835931
71,71,699,10814917
71,71,699,10106920
71,71,699,10048249
71,71,699,71237222
71,71,699,71162133
71,71,702,71215253
71,71,702,71088318
71,71,702,71175472
71,71,702,10700388
71,71,702,71960903
71,71,702,10656639
71,71,702,10830953
71,71,702,10515973
71,71,702,10696558
71,71,702,10694063
71,71,702,10572967
71,71,733,10369197
71,71,733,10303820
71,71,733,10587883
71,71,1099,71138697
71,71,1099,10745114
71,71,1099,71295200
71,71,1099,10665092
71,71,1099,71050445
71,71,1099,10491565
71,71,1099,71050538
71,71,1099,10292982
71,71,1412,71090266
71,71,1412,71018455
71,71,1790,10814991
71,71,1790,71230846
71,71,1790,10813076
71,71,1790,10828499
71,71,1790,71334128
71,71,1790,10283447
71,71,1790,10524868
71,71,1790,10378695
71,71,1790,71060718
71,71,1790,71060055
71,71,1790,10779123
71,71,1790,10725515
71,71,1790,71808542
71,71,4002,10663402
71,71,4002,71123243
71,71,4002,10406361
71,71,4002,10007892
71,71,4002,71205592
71,71,4002,71296198
71,71,4002,71148983
71,71,4002,71061415
71,71,4002,71207683
71,71,6601,10831656
71,71,6601,10829949
71,71,6601,10813254
71,71,6601,10481976
71,71,6601,10805071
71,71,6601,10731216
71,71,6601,10282830
71,71,8801,71453310
71,71,8802,10651921
71,71,8802,10484579
71,71,8825,10499361
71,71,8825,71022592
71,71,8825,10673173
71,71,8825,10684644
71,71,8840,71007348
71,71,8840,10573246
71,71,8840,71940111
71,71,8840,71088467
71,71,8840,10503119
71,71,8890,10288606
71,71,9207,10489503
71,71,9213,71060578
71,71,9213,10058013
71,71,9213,71613530
71,71,9903,10288608
71,71,9903,71461518
71,71,9903,71075576
71,71,9903,71225109
71,71,9903,71596111
71,72,122,10819029
71,72,122,10742760
71,72,122,71049064
